Age,Gender,Education_Level,Job_Title,Years_of_Experience,Experience_categories,Salary
47,Male,PhD,Data Scientist,19,Senior,190000
25,Female,Bachelors,Junior Software Developer,1,Fresher,35000
40,Female,Masters,Human Resources Manager,12,Senior,130000
33,Male,Bachelors,Operations Manager,7,Mid-Level,85000
29,Female,High School,Junior Sales Associate,1,Fresher,25000
44,Male,PhD,Data Scientist,15,Senior,150000
28,Male,Bachelors,Software Developer,3,Intermediate,60000
31,Male,Bachelors,Software Engineer,5,Intermediate,80000
27,Female,Masters,Marketing Manager,3,Intermediate,60000
38,Male,PhD,Data Scientist,12,Senior,130000
29,Female,Bachelors,Human Resources Coordinator,2,Intermediate,45000
23,Male,High School,Junior Sales Associate,1,Fresher,25000
32,Female,Masters,Software Developer,7,Mid-Level,90000
44,Male,Bachelors,Operations Manager,18,Senior,170000
26,Female,Bachelors,Marketing Coordinator,2,Intermediate,40000
40,Male,PhD,Data Scientist,15,Senior,150000
33,Female,Bachelors,Human Resources Manager,8,Mid-Level,95000
24,Male,High School,Junior Sales Associate,1,Fresher,25000
35,Female,Masters,Marketing Manager,10,Mid-Level,110000
29,Male,Bachelors,Software Engineer,4,Intermediate,70000
49,Male,PhD,Data Scientist,22,Senior,220000
26,Female,Bachelors,Junior Software Developer,2,Intermediate,35000
41,Female,Masters,Human Resources Manager,13,Senior,140000
36,Male,Bachelors,Operations Manager,9,Mid-Level,110000
28,Female,High School,Junior Sales Associate,1,Fresher,25000
43,Male,PhD,Data Scientist,16,Senior,160000
29,Male,Bachelors,Software Developer,5,Intermediate,80000
39,Female,Masters,Marketing Coordinator,11,Senior,120000
32,Male,Bachelors,Operations Manager,6,Mid-Level,90000
28,Female,Masters,Human Resources Coordinator,2,Intermediate,45000
40,Male,PhD,Data Scientist,15,Senior,150000
33,Female,Bachelors,Human Resources Manager,8,Mid-Level,95000
24,Male,High School,Junior Sales Associate,1,Fresher,25000
35,Female,Masters,Marketing Manager,10,Mid-Level,110000
29,Male,Bachelors,Software Engineer,4,Intermediate,70000
49,Male,PhD,Data Scientist,22,Senior,220000
26,Female,Bachelors,Junior Software Developer,2,Intermediate,35000
41,Female,Masters,Human Resources Manager,13,Senior,140000
36,Male,Bachelors,Operations Manager,9,Mid-Level,110000
28,Female,High School,Junior Sales Associate,1,Fresher,25000
43,Male,PhD,Data Scientist,16,Senior,160000
29,Male,Bachelors,Software Developer,5,Intermediate,80000
39,Female,Masters,Marketing Coordinator,11,Senior,120000
32,Male,Bachelors,Operations Manager,6,Mid-Level,90000
28,Female,Masters,Human Resources Coordinator,2,Intermediate,45000
40,Male,PhD,Data Scientist,15,Senior,150000
33,Female,Bachelors,Human Resources Manager,8,Mid-Level,95000
24,Male,High School,Junior Sales Associate,1,Fresher,25000
35,Female,Masters,Marketing Manager,10,Mid-Level,110000
29,Male,Bachelors,Software Engineer,4,Intermediate,70000
49,Male,PhD,Data Scientist,22,Senior,220000
26,Female,Bachelors,Junior Software Developer,2,Intermediate,35000
41,Female,Masters,Human Resources Manager,13,Senior,140000
36,Male,Bachelors,Operations Manager,9,Mid-Level,110000
28,Female,High School,Junior Sales Associate,1,Fresher,25000
43,Male,PhD,Data Scientist,16,Senior,160000
29,Male,Bachelors,Software Developer,5,Intermediate,80000
39,Female,Masters,Marketing Coordinator,11,Senior,120000
32,Male,Bachelors,Operations Manager,6,Mid-Level,90000
28,Female,Masters,Human Resources Coordinator,2,Intermediate,45000
40,Male,PhD,Data Scientist,15,Senior,150000
33,Female,Bachelors,Human Resources Manager,8,Mid-Level,95000
24,Male,High School,Junior Sales Associate,1,Fresher,25000
35,Female,Masters,Marketing Manager,10,Mid-Level,110000
29,Male,Bachelors,Software Engineer,4,Intermediate,70000
49,Male,PhD,Data Scientist,22,Senior,220000
26,Female,Bachelors,Junior Software Developer,2,Intermediate,35000
41,Female,Masters,Human Resources Manager,13,Senior,140000
36,Male,Bachelors,Operations Manager,9,Mid-Level,110000
28,Female,High School,Junior Sales Associate,1,Fresher,25000
43,Male,PhD,Data Scientist,16,Senior,160000
29,Male,Bachelors,Software Developer,5,Intermediate,80000
39,Female,Masters,Marketing Coordinator,11,Senior,120000
32,Male,Bachelors,Operations Manager,6,Mid-Level,90000
28,Female,Masters,Human Resources Coordinator,2,Intermediate,45000
40,Male,PhD,Data Scientist,15,Senior,150000
33,Female,Bachelors,Human Resources Manager,8,Mid-Level,95000
24,Male,High School,Junior Sales Associate,1,Fresher,25000
35,Female,Masters,Marketing Manager,10,Mid-Level,110000
29,Male,Bachelors,Software Engineer,4,Intermediate,70000
49,Male,PhD,Data Scientist,22,Senior,220000
26,Female,Bachelors,Junior Software Developer,2,Intermediate,35000
41,Female,Masters,Human Resources Manager,13,Senior,140000
36,Male,Bachelors,Operations Manager,9,Mid-Level,110000
28,Female,High School,Junior Sales Associate,1,Fresher,25000
43,Male,PhD,Data Scientist,16,Senior,160000
29,Male,Bachelors,Software Developer,5,Intermediate,80000
39,Female,Masters,Marketing Coordinator,11,Senior,120000
32,Male,Bachelors,Operations Manager,6,Mid-Level,90000
28,Female,Masters,Human Resources Coordinator,2,Intermediate,45000
40,Male,PhD,Data Scientist,15,Senior,150000
33,Female,Bachelors,Human Resources Manager,8,Mid-Level,95000
24,Male,High School,Junior Sales Associate,1,Fresher,25000
35,Female,Masters,Marketing Manager,10,Mid-Level,110000
29,Male,Bachelors,Software Engineer,4,Intermediate,70000
49,Male,PhD,Data Scientist,22,Senior,220000
26,Female,Bachelors,Junior Software Developer,2,Intermediate,35000
41,Female,Masters,Human Resources Manager,13,Senior,140000
36,Male,Bachelors,Operations Manager,9,Mid-Level,110000
28,Female,High School,Junior Sales Associate,1,Fresher,25000
43,Male,PhD,Data Scientist,16,Senior,160000
29,Male,Bachelors,Software Developer,5,Intermediate,80000
39,Female,Masters,Marketing Coordinator,11,Senior,120000
32,Male,Bachelors,Operations Manager,6,Mid-Level,90000
28,Female,Masters,Human Resources Coordinator,2,Intermediate,45000
40,Male,PhD,Data Scientist,15,Senior,150000
33,Female,Bachelors,Human Resources Manager,8,Mid-Level,95000
24,Male,High School,Junior Sales Associate,1,Fresher,25000
35,Female,Masters,Marketing Manager,10,Mid-Level,110000
29,Male,Bachelors,Software Engineer,4,Intermediate,70000
49,Male,PhD,Data Scientist,22,Senior,220000
26,Female,Bachelors,Junior Software Developer,2,Intermediate,35000
41,Female,Masters,Human Resources Manager,13,Senior,140000
36,Male,Bachelors,Operations Manager,9,Mid-Level,110000
28,Female,High School,Junior Sales Associate,1,Fresher,25000
43,Male,PhD,Data Scientist,16,Senior,160000
29,Male,Bachelors,Software Developer,5,Intermediate,80000
39,Female,Masters,Marketing Coordinator,11,Senior,120000
32,Male,Bachelors,Operations Manager,6,Mid-Level,90000
28,Female,Masters,Human Resources Coordinator,2,Intermediate,45000
40,Male,PhD,Data Scientist,15,Senior,150000
33,Female,Bachelors,Human Resources Manager,8,Mid-Level,95000
24,Male,High School,Junior Sales Associate,1,Fresher,25000
35,Female,Masters,Marketing Manager,10,Mid-Level,110000
29,Male,Bachelors,Software Engineer,4,Intermediate,70000
49,Male,PhD,Data Scientist,22,Senior,220000
26,Female,Bachelors,Junior Software Developer,2,Intermediate,35000
41,Female,Masters,Human Resources Manager,13,Senior,140000
36,Male,Bachelors,Operations Manager,9,Mid-Level,110000
28,Female,High School,Junior Sales Associate,1,Fresher,25000
43,Male,PhD,Data Scientist,16,Senior,160000
29,Male,Bachelors,Software Developer,5,Intermediate,80000
34,Male,Bachelors,Software Engineer,6,Mid-Level,85000
31,Female,Masters,Marketing Manager,4,Intermediate,62000
41,Male,PhD,Data Scientist,13,Senior,138000
27,Female,Bachelors,Human Resources Coordinator,2,Intermediate,47000
25,Male,High School,Junior Sales Associate,1,Fresher,26000
33,Female,Masters,Software Developer,8,Mid-Level,95000
45,Male,Bachelors,Operations Manager,19,Senior,174000
28,Female,Bachelors,Marketing Coordinator,2,Intermediate,41000
42,Male,PhD,Data Scientist,16,Senior,162000
34,Female,Bachelors,Human Resources Manager,9,Mid-Level,99000
23,Male,High School,Junior Sales Associate,1,Fresher,26000
36,Female,Masters,Marketing Manager,11,Senior,117000
30,Male,Bachelors,Software Engineer,5,Intermediate,75000
50,Male,PhD,Data Scientist,23,Senior,225000
27,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
43,Female,Masters,Human Resources Manager,14,Senior,146000
37,Male,Bachelors,Operations Manager,10,Mid-Level,113000
29,Female,High School,Junior Sales Associate,1,Fresher,26000
44,Male,PhD,Data Scientist,17,Senior,168000
30,Male,Bachelors,Software Developer,6,Mid-Level,85000
40,Female,Masters,Marketing Coordinator,12,Senior,122000
33,Male,Bachelors,Operations Manager,7,Mid-Level,96000
29,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
43,Male,PhD,Data Scientist,16,Senior,162000
34,Female,Bachelors,Human Resources Manager,9,Mid-Level,99000
23,Male,High School,Junior Sales Associate,1,Fresher,26000
36,Female,Masters,Marketing Manager,11,Senior,117000
30,Male,Bachelors,Software Engineer,5,Intermediate,75000
50,Male,PhD,Data Scientist,23,Senior,225000
27,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
43,Female,Masters,Human Resources Manager,14,Senior,146000
37,Male,Bachelors,Operations Manager,10,Mid-Level,113000
29,Female,High School,Junior Sales Associate,1,Fresher,26000
44,Male,PhD,Data Scientist,17,Senior,168000
30,Male,Bachelors,Software Developer,6,Mid-Level,85000
40,Female,Masters,Marketing Coordinator,12,Senior,122000
33,Male,Bachelors,Operations Manager,7,Mid-Level,96000
29,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
43,Male,PhD,Data Scientist,16,Senior,162000
34,Female,Bachelors,Human Resources Manager,9,Mid-Level,99000
23,Male,High School,Junior Sales Associate,1,Fresher,26000
36,Female,Masters,Marketing Manager,11,Senior,117000
30,Male,Bachelors,Software Engineer,5,Intermediate,75000
50,Male,PhD,Data Scientist,23,Senior,225000
27,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
43,Female,Masters,Human Resources Manager,14,Senior,146000
37,Male,Bachelors,Operations Manager,10,Mid-Level,113000
29,Female,High School,Junior Sales Associate,1,Fresher,26000
44,Male,PhD,Data Scientist,17,Senior,168000
30,Male,Bachelors,Software Developer,6,Mid-Level,85000
40,Female,Masters,Marketing Coordinator,12,Senior,122000
33,Male,Bachelors,Operations Manager,7,Mid-Level,96000
29,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
43,Male,PhD,Data Scientist,16,Senior,162000
34,Female,Bachelors,Human Resources Manager,9,Mid-Level,99000
23,Male,High School,Junior Sales Associate,1,Fresher,26000
36,Female,Masters,Marketing Manager,11,Senior,117000
30,Male,Bachelors,Software Engineer,5,Intermediate,75000
50,Male,PhD,Data Scientist,23,Senior,225000
27,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
43,Female,Masters,Human Resources Manager,14,Senior,146000
37,Male,Bachelors,Operations Manager,10,Mid-Level,113000
29,Female,High School,Junior Sales Associate,1,Fresher,26000
44,Male,PhD,Data Scientist,17,Senior,168000
30,Male,Bachelors,Software Developer,6,Mid-Level,85000
40,Female,Masters,Marketing Coordinator,12,Senior,122000
33,Male,Bachelors,Operations Manager,7,Mid-Level,96000
29,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
43,Male,PhD,Data Scientist,16,Senior,162000
34,Female,Bachelors,Human Resources Manager,9,Mid-Level,99000
23,Male,High School,Junior Sales Associate,1,Fresher,26000
36,Female,Masters,Marketing Manager,11,Senior,117000
30,Male,Bachelors,Software Engineer,5,Intermediate,75000
50,Male,PhD,Data Scientist,23,Senior,225000
27,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
43,Female,Masters,Human Resources Manager,14,Senior,146000
37,Male,Bachelors,Operations Manager,10,Mid-Level,113000
29,Female,High School,Junior Sales Associate,1,Fresher,26000
44,Male,PhD,Data Scientist,17,Senior,168000
30,Male,Bachelors,Software Developer,6,Mid-Level,85000
40,Female,Masters,Marketing Coordinator,12,Senior,122000
33,Male,Bachelors,Operations Manager,7,Mid-Level,96000
29,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
43,Male,PhD,Data Scientist,16,Senior,162000
34,Female,Bachelors,Human Resources Manager,9,Mid-Level,99000
23,Male,High School,Junior Sales Associate,1,Fresher,26000
36,Female,Masters,Marketing Manager,11,Senior,117000
30,Male,Bachelors,Software Engineer,5,Intermediate,75000
50,Male,PhD,Data Scientist,23,Senior,225000
27,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
43,Female,Masters,Human Resources Manager,14,Senior,146000
37,Male,Bachelors,Operations Manager,10,Mid-Level,113000
29,Female,High School,Junior Sales Associate,1,Fresher,26000
44,Male,PhD,Data Scientist,17,Senior,168000
30,Male,Bachelors,Software Developer,6,Mid-Level,85000
40,Female,Masters,Marketing Coordinator,12,Senior,122000
33,Male,Bachelors,Operations Manager,7,Mid-Level,96000
29,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
43,Male,PhD,Data Scientist,16,Senior,162000
34,Female,Bachelors,Human Resources Manager,9,Mid-Level,99000
23,Male,High School,Junior Sales Associate,1,Fresher,26000
36,Female,Masters,Marketing Manager,11,Senior,117000
30,Male,Bachelors,Software Engineer,5,Intermediate,75000
50,Male,PhD,Data Scientist,23,Senior,225000
27,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
43,Female,Masters,Human Resources Manager,14,Senior,146000
37,Male,Bachelors,Operations Manager,10,Mid-Level,113000
29,Female,High School,Junior Sales Associate,1,Fresher,26000
44,Male,PhD,Data Scientist,17,Senior,168000
30,Male,Bachelors,Software Developer,6,Mid-Level,85000
40,Female,Masters,Marketing Coordinator,12,Senior,122000
33,Male,Bachelors,Operations Manager,7,Mid-Level,96000
29,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
43,Male,PhD,Data Scientist,16,Senior,162000
34,Female,Bachelors,Human Resources Manager,9,Mid-Level,99000
23,Male,High School,Junior Sales Associate,1,Fresher,26000
36,Female,Masters,Marketing Manager,11,Senior,117000
30,Male,Bachelors,Software Engineer,5,Intermediate,75000
50,Male,PhD,Data Scientist,23,Senior,225000
27,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
43,Female,Masters,Human Resources Manager,14,Senior,146000
37,Male,Bachelors,Operations Manager,10,Mid-Level,113000
29,Female,High School,Junior Sales Associate,1,Fresher,26000
44,Male,PhD,Data Scientist,17,Senior,168000
30,Male,Bachelors,Software Developer,6,Mid-Level,85000
32,Female,Masters,Software Developer,8,Mid-Level,95000
46,Male,PhD,Data Scientist,18,Senior,180000
28,Female,Bachelors,Marketing Coordinator,2,Intermediate,41000
24,Male,High School,Junior Sales Associate,1,Fresher,26000
31,Female,Masters,Marketing Manager,5,Intermediate,68000
39,Male,Bachelors,Operations Manager,13,Senior,127000
25,Female,Bachelors,Human Resources Coordinator,2,Intermediate,47000
41,Male,PhD,Data Scientist,15,Senior,155000
35,Female,Bachelors,Human Resources Manager,8,Mid-Level,92000
26,Male,High School,Junior Sales Associate,1,Fresher,26000
37,Female,Masters,Marketing Manager,12,Senior,125000
29,Male,Bachelors,Software Engineer,4,Intermediate,71000
51,Male,PhD,Data Scientist,24,Senior,240000
28,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
44,Female,Masters,Human Resources Manager,15,Senior,152000
38,Male,Bachelors,Operations Manager,11,Senior,119000
30,Female,High School,Junior Sales Associate,1,Fresher,26000
45,Male,PhD,Data Scientist,19,Senior,190000
31,Male,Bachelors,Software Developer,6,Mid-Level,85000
41,Female,Masters,Marketing Coordinator,13,Senior,131000
34,Male,Bachelors,Operations Manager,8,Mid-Level,101000
30,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
44,Male,PhD,Data Scientist,18,Senior,182000
35,Female,Bachelors,Human Resources Manager,8,Mid-Level,92000
26,Male,High School,Junior Sales Associate,1,Fresher,26000
37,Female,Masters,Marketing Manager,12,Senior,125000
29,Male,Bachelors,Software Engineer,4,Intermediate,71000
51,Male,PhD,Data Scientist,24,Senior,240000
28,Female,Bachelors,Junior Software Developer,2,Intermediate,36000
44,Female,Masters,Human Resources Manager,15,Senior,152000
38,Male,Bachelors,Operations Manager,11,Senior,119000
30,Female,High School,Junior Sales Associate,1,Fresher,26000
45,Male,PhD,Data Scientist,19,Senior,190000
31,Male,Bachelors,Software Developer,6,Mid-Level,85000
41,Female,Masters,Marketing Coordinator,13,Senior,131000
34,Male,Bachelors,Operations Manager,8,Mid-Level,101000
30,Female,Masters,Human Resources Coordinator,3,Intermediate,49000
44,Male,PhD,Data Scientist,18,Senior,182000
35,Female,Bachelors,Human Resources Manager,8,Mid-Level,92000
26,Male,High School,Junior Sales Associate,1,Fresher,26000
